date,product_id,brand,model,listed_price,promotional_text,is_deceptive_anchor
2025-04-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,Standard Delivery Available,0
2025-04-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,Standard Delivery Available,0
2025-04-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,In Stock,0
2025-04-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,Free Shipping,0
2025-04-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,In Stock,0
2025-04-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,Free Shipping,0
2025-04-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,Free Shipping,0
2025-04-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,Standard Delivery Available,0
2025-04-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,1 Year Official Warranty,0
2025-04-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,302110.82,In Stock,0
2025-04-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224442.97,Dashain Dhamaka! 40% OFF!,1
2025-04-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224340.54,In Stock,0
2025-04-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224433.48,In Stock,0
2025-04-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226564.86,1 Year Official Warranty,0
2025-04-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223849.35,Free Shipping,0
2025-04-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222534.65,Standard Delivery Available,0
2025-05-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222494.79,In Stock,0
2025-05-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226332.7,In Stock,0
2025-05-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223716.74,Free Shipping,0
2025-05-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225597.61,Free Shipping,0
2025-05-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224199.38,1 Year Official Warranty,0
2025-05-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222798.76,Standard Delivery Available,0
2025-05-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Standard Delivery Available,0
2025-05-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Standard Delivery Available,0
2025-05-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Standard Delivery Available,0
2025-05-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,In Stock,0
2025-05-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Standard Delivery Available,0
2025-05-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Standard Delivery Available,0
2025-05-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Standard Delivery Available,0
2025-05-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,In Stock,0
2025-05-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,In Stock,0
2025-05-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,1 Year Official Warranty,0
2025-05-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,1 Year Official Warranty,0
2025-05-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,1 Year Official Warranty,0
2025-05-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,297116.94,Free Shipping,0
2025-05-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224442.97,Biggest Price Drop of the Year!,1
2025-05-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224123.25,1 Year Official Warranty,0
2025-05-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225402.14,1 Year Official Warranty,0
2025-05-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223576.41,In Stock,0
2025-05-31,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222696.71,Free Shipping,0
2025-06-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223071.86,1 Year Official Warranty,0
2025-06-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226152.99,Standard Delivery Available,0
2025-06-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225303.55,Free Shipping,0
2025-06-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222412.0,1 Year Official Warranty,0
2025-06-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223871.04,1 Year Official Warranty,0
2025-06-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225652.59,1 Year Official Warranty,0
2025-06-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225434.95,1 Year Official Warranty,0
2025-06-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225119.41,In Stock,0
2025-06-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225724.78,1 Year Official Warranty,0
2025-06-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223601.84,Standard Delivery Available,0
2025-06-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225982.18,Standard Delivery Available,0
2025-06-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225415.53,In Stock,0
2025-06-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222342.84,Free Shipping,0
2025-06-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225151.31,Free Shipping,0
2025-06-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222349.9,In Stock,0
2025-06-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223722.39,1 Year Official Warranty,0
2025-06-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222241.96,Free Shipping,0
2025-06-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223709.86,Free Shipping,0
2025-06-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225593.77,In Stock,0
2025-06-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226631.88,Standard Delivery Available,0
2025-06-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223466.97,In Stock,0
2025-06-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224324.23,Standard Delivery Available,0
2025-06-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223630.11,1 Year Official Warranty,0
2025-06-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222788.51,1 Year Official Warranty,0
2025-06-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222358.42,Standard Delivery Available,0
2025-06-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225644.0,Standard Delivery Available,0
2025-06-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223093.45,In Stock,0
2025-06-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224146.16,1 Year Official Warranty,0
2025-06-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224405.24,In Stock,0
2025-06-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226181.83,Free Shipping,0
2025-07-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223734.24,1 Year Official Warranty,0
2025-07-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223763.96,In Stock,0
2025-07-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224407.85,In Stock,0
2025-07-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222832.76,Standard Delivery Available,0
2025-07-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225190.14,In Stock,0
2025-07-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224319.06,1 Year Official Warranty,0
2025-07-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225924.71,Free Shipping,0
2025-07-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224149.78,1 Year Official Warranty,0
2025-07-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225646.08,Standard Delivery Available,0
2025-07-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222470.05,In Stock,0
2025-07-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223041.93,Free Shipping,0
2025-07-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224617.96,In Stock,0
2025-07-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222228.19,In Stock,0
2025-07-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224176.39,In Stock,0
2025-07-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223439.12,Free Shipping,0
2025-07-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225327.98,In Stock,0
2025-07-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224147.49,Standard Delivery Available,0
2025-07-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226591.5,1 Year Official Warranty,0
2025-07-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226684.52,In Stock,0
2025-07-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225291.84,1 Year Official Warranty,0
2025-07-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222861.49,In Stock,0
2025-07-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222277.47,1 Year Official Warranty,0
2025-07-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223249.85,1 Year Official Warranty,0
2025-07-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224594.04,Free Shipping,0
2025-07-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223074.7,Standard Delivery Available,0
2025-07-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225266.09,1 Year Official Warranty,0
2025-07-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222444.0,1 Year Official Warranty,0
2025-07-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222350.19,In Stock,0
2025-07-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224437.91,Free Shipping,0
2025-07-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,1 Year Official Warranty,0
2025-07-31,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,1 Year Official Warranty,0
2025-08-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,In Stock,0
2025-08-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,Standard Delivery Available,0
2025-08-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,Free Shipping,0
2025-08-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,1 Year Official Warranty,0
2025-08-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,Free Shipping,0
2025-08-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,1 Year Official Warranty,0
2025-08-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,1 Year Official Warranty,0
2025-08-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,Standard Delivery Available,0
2025-08-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,Standard Delivery Available,0
2025-08-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,Free Shipping,0
2025-08-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,294014.03,In Stock,0
2025-08-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224442.97,Flash Sale Ends in 1 Hour!,1
2025-08-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223755.16,Standard Delivery Available,0
2025-08-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224300.79,In Stock,0
2025-08-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224367.7,Standard Delivery Available,0
2025-08-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225303.34,In Stock,0
2025-08-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222953.18,Free Shipping,0
2025-08-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224043.08,Free Shipping,0
2025-08-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223698.13,Standard Delivery Available,0
2025-08-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225302.11,Free Shipping,0
2025-08-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222728.09,In Stock,0
2025-08-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222586.93,Standard Delivery Available,0
2025-08-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225069.32,Free Shipping,0
2025-08-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223843.8,Free Shipping,0
2025-08-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224467.82,Free Shipping,0
2025-08-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225164.19,Standard Delivery Available,0
2025-08-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225843.53,Free Shipping,0
2025-08-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223346.42,In Stock,0
2025-08-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223686.72,1 Year Official Warranty,0
2025-08-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222242.19,In Stock,0
2025-08-31,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222703.97,Standard Delivery Available,0
2025-09-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224531.41,Standard Delivery Available,0
2025-09-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224510.04,Standard Delivery Available,0
2025-09-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226028.95,1 Year Official Warranty,0
2025-09-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226496.19,1 Year Official Warranty,0
2025-09-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225181.82,In Stock,0
2025-09-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223990.28,Free Shipping,0
2025-09-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222417.73,Free Shipping,0
2025-09-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226044.47,Free Shipping,0
2025-09-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223109.72,Free Shipping,0
2025-09-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222930.28,1 Year Official Warranty,0
2025-09-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225131.71,Free Shipping,0
2025-09-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223943.55,Standard Delivery Available,0
2025-09-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222336.94,1 Year Official Warranty,0
2025-09-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226391.94,In Stock,0
2025-09-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224295.87,In Stock,0
2025-09-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225750.48,In Stock,0
2025-09-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222666.03,In Stock,0
2025-09-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225046.51,In Stock,0
2025-09-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224960.5,Free Shipping,0
2025-09-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226414.55,Standard Delivery Available,0
2025-09-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225782.52,In Stock,0
2025-09-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222609.92,Standard Delivery Available,0
2025-09-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224832.23,In Stock,0
2025-09-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222303.14,Free Shipping,0
2025-09-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225636.87,Free Shipping,0
2025-09-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224445.53,Standard Delivery Available,0
2025-09-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223538.69,Standard Delivery Available,0
2025-09-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222654.98,Standard Delivery Available,0
2025-09-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224100.03,Standard Delivery Available,0
2025-09-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222910.51,Standard Delivery Available,0
2025-10-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222696.8,Free Shipping,0
2025-10-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223065.4,In Stock,0
2025-10-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226685.53,Standard Delivery Available,0
2025-10-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224828.79,Standard Delivery Available,0
2025-10-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226162.96,Free Shipping,0
2025-10-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226113.64,Free Shipping,0
2025-10-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225174.5,Standard Delivery Available,0
2025-10-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222789.29,1 Year Official Warranty,0
2025-10-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226278.34,1 Year Official Warranty,0
2025-10-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223085.31,Free Shipping,0
2025-10-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225131.14,Free Shipping,0
2025-10-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224471.57,Standard Delivery Available,0
2025-10-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225140.12,Free Shipping,0
2025-10-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223846.04,In Stock,0
2025-10-15,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223777.8,In Stock,0
2025-10-16,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225976.68,1 Year Official Warranty,0
2025-10-17,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224970.59,Free Shipping,0
2025-10-18,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223641.86,In Stock,0
2025-10-19,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225162.38,Free Shipping,0
2025-10-20,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223448.81,1 Year Official Warranty,0
2025-10-21,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222249.32,1 Year Official Warranty,0
2025-10-22,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225034.48,In Stock,0
2025-10-23,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226384.5,In Stock,0
2025-10-24,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224757.78,Standard Delivery Available,0
2025-10-25,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223457.18,Standard Delivery Available,0
2025-10-26,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226168.88,In Stock,0
2025-10-27,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226028.89,1 Year Official Warranty,0
2025-10-28,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226010.75,Standard Delivery Available,0
2025-10-29,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226578.55,In Stock,0
2025-10-30,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224039.27,Standard Delivery Available,0
2025-10-31,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222896.59,1 Year Official Warranty,0
2025-11-01,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225244.67,In Stock,0
2025-11-02,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,225795.41,Free Shipping,0
2025-11-03,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,223071.9,1 Year Official Warranty,0
2025-11-04,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,226477.54,1 Year Official Warranty,0
2025-11-05,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222887.56,In Stock,0
2025-11-06,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,224375.43,1 Year Official Warranty,0
2025-11-07,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,222202.45,In Stock,0
2025-11-08,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,1 Year Official Warranty,0
2025-11-09,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,Standard Delivery Available,0
2025-11-10,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,Standard Delivery Available,0
2025-11-11,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,In Stock,0
2025-11-12,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,Standard Delivery Available,0
2025-11-13,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,In Stock,0
2025-11-14,PROD-APP-IPHON-000,Apple,iPhone 15 Pro Max 256GB,270892.1,In Stock,0
